site_id,fold,method,window_days,true_full_category,assigned_category,category_correct,rmse,mae,bias
site_52,5,window,30,1,2,False,10.952470664591372,7.759233997114495,-0.8667382832959475
site_61,5,window,30,5,0,False,28.74733274368713,24.364897046365783,-13.133518253470644
site_71,5,window,30,4,2,False,10.57049109200051,9.010880964969525,7.673631698548828
site_72,5,window,30,5,5,True,13.290903712503644,9.695848929773891,-5.515509331425833
site_74,5,window,30,2,4,False,9.783663848945261,7.484493970652655,4.5497185839130685
site_91,5,window,30,2,2,True,8.779426752779338,6.683372735665816,-3.714972904231611
site_35,1,window,45,5,1,False,14.318871969815648,12.280763744088766,10.008892175682565
site_36,1,window,45,0,1,False,12.116000766593714,9.379896897428678,-0.6027782760793079
site_45,1,window,45,3,1,False,13.934715260015091,10.708490441923766,-4.714710282219872
site_54,1,window,45,3,1,False,25.306980480938137,21.706891122912673,-21.6301341699813
site_57,1,window,45,5,4,False,20.73542664062239,16.24166393966737,-16.024855089035544
site_66,1,window,45,5,4,False,4.992102834990921,3.774872007049329,0.06397477808707235
site_79,1,window,45,4,0,False,4.566363633921989,3.5875122383372893,1.6098818659067147
site_26,2,window,45,3,4,False,5.114476589229668,3.8744666685430067,0.20136006258022354
site_49,2,window,45,3,4,False,6.347224723986278,5.113163856950885,3.0205676202259424
site_53,2,window,45,2,4,False,16.549139190962542,14.203916541443679,-14.022839412176925
